0	0.005
1	0.005
2	0.005
3	0.005
4	0.005
5	0.005
6	0.005
7	0.005
8	0.005
9	0.005
10	0.005
11	0.005
12	0.005
13	0.005
14	0.005
15	0.005
16	0.005
17	0.005
18	0.005
19	0.005
20	0.005
21	0.005
22	0.005
23	0.005
24	0.005
25	0.005
26	0.005
27	0.005
28	0.005
29	0.005
30	0.005
31	0.005
32	0.000001
33	0.000001
34	0.000001
35	0.000001
36	0.000001
37	0.000001
38	0.000001
39	0.000001
40	0.000001
41	0.000001
42	0.000001
43	0.000001
44	0.000001
45	0.000001
46	0.000001
47	0.000001
48	0.000001
49	0.000001
50	0.000001
51	0.000001
52	0.000001
53	0.000001
54	0.000001
55	0.000001
56	0.000001
57	0.000001
58	0.000001
59	0.000001
60	0.000001
61	0.000001
62	0.000001
63	0.000001
64	0.005
65	0.005
66	0.005
67	0.005
68	0.005
69	0.005
70	0.005
71	0.005
72	0.005
73	0.005
74	0.005
75	0.005
76	0.005
77	0.005
78	0.005
79	0.005
80	0.005
81	0.005
82	0.005
83	0.005
84	0.005
85	0.005
86	0.005
87	0.005
88	0.005
89	0.005
90	0.005
91	0.005
92	0.005
93	0.005
94	0.005
95	0.005
96	0.000001
97	0.000001
98	0.000001
99	0.000001
100	0.000001
101	0.000001
102	0.000001
103	0.000001
104	0.000001
105	0.000001
106	0.000001
107	0.000001
108	0.000001
109	0.000001
110	0.000001
111	0.000001
112	0.000001
113	0.000001
114	0.000001
115	0.000001
116	0.000001
117	0.000001
118	0.000001
119	0.000001
120	0.000001
121	0.000001
122	0.000001
123	0.000001
124	0.000001
125	0.000001
126	0.000001
127	0.000001
128	0.005
129	0.005
130	0.005
131	0.005
132	0.005
133	0.005
134	0.005
135	0.005
136	0.005
137	0.005
138	0.005
139	0.005
140	0.005
141	0.005
142	0.005
143	0.005
144	0.005
145	0.005
146	0.005
147	0.005
148	0.005
149	0.005
150	0.005
151	0.005
152	0.005
153	0.005
154	0.005
155	0.005
156	0.005
157	0.005
158	0.005
159	0.005
160	0.000001
161	0.000001
162	0.000001
163	0.000001
164	0.000001
165	0.000001
166	0.000001
167	0.000001
168	0.000001
169	0.000001
170	0.000001
171	0.000001
172	0.000001
173	0.000001
174	0.000001
175	0.000001
176	0.000001
177	0.000001
178	0.000001
179	0.000001
180	0.000001
181	0.000001
182	0.000001
183	0.000001
184	0.000001
185	0.000001
186	0.000001
187	0.000001
188	0.000001
189	0.000001
190	0.000001
191	0.000001
192	0.005
193	0.005
194	0.005
195	0.005
196	0.005
197	0.005
198	0.005
199	0.005
200	0.005
201	0.005
202	0.005
203	0.005
204	0.005
205	0.005
206	0.005
207	0.005
208	0.005
209	0.005
210	0.005
211	0.005
212	0.005
213	0.005
214	0.005
215	0.005
216	0.005
217	0.005
218	0.005
219	0.005
220	0.005
221	0.005
222	0.005
223	0.005
